Index,Start Time (s),End Time (s),Device,Input Type
635,31.3021733761,31.3021733761,tpu,image
636,31.3183290958,31.3183290958,tpu,image
637,31.3183290958,31.3183290958,tpu,image
638,31.3183290958,31.3183290958,tpu,image
639,31.3183290958,31.3183290958,tpu,image
640,31.3183290958,31.334394455,tpu,image
641,31.334394455,31.334394455,tpu,image
642,31.334394455,31.334394455,tpu,image
643,31.334394455,31.334394455,tpu,image
644,31.334394455,31.334394455,tpu,image
645,31.334394455,31.3503079414,tpu,image
646,31.3503079414,31.3503079414,tpu,image
647,31.3503079414,31.3503079414,tpu,image
648,31.3503079414,31.3503079414,tpu,image
649,31.3503079414,31.3503079414,tpu,image
650,31.3503079414,31.3659689426,tpu,image
651,31.3659689426,31.3659689426,tpu,image
652,31.3659689426,31.3659689426,tpu,image
653,31.3659689426,31.3659689426,tpu,image
654,31.3659689426,31.3659689426,tpu,image
655,31.3659689426,31.3816895485,tpu,image
656,31.3816895485,31.3816895485,tpu,image
657,31.3816895485,31.3880681992,tpu,image
658,31.3900816441,31.3920924664,tpu,image
659,31.3920924664,31.3920924664,tpu,image
660,31.3920924664,31.39747715,tpu,image
661,31.39747715,31.39747715,tpu,image
662,31.39747715,31.39747715,tpu,image
663,31.39747715,31.39747715,tpu,image
664,31.39747715,31.39747715,tpu,image
665,31.39747715,31.4133777618,tpu,image
666,31.4133777618,31.4133777618,tpu,image
667,31.4133777618,31.4133777618,tpu,image
668,31.4133777618,31.4133777618,tpu,image
669,31.4133777618,31.4133777618,tpu,image
670,31.4133777618,31.4293348789,tpu,image
671,31.4293348789,31.4293348789,tpu,image
672,31.4293348789,31.4293348789,tpu,image
673,31.4293348789,31.4293348789,tpu,image
674,31.4293348789,31.4293348789,tpu,image
675,31.4293348789,31.4454956055,tpu,image
676,31.4461803436,31.4461803436,tpu,image
677,31.4461803436,31.4461803436,tpu,image
678,31.4461803436,31.4461803436,tpu,image
679,31.4461803436,31.4461803436,tpu,image
680,31.4461803436,31.4616017342,tpu,image
681,31.4616017342,31.4616017342,tpu,image
682,31.4616017342,31.4616017342,tpu,image
683,31.4616017342,31.4616017342,tpu,image
684,31.4616017342,31.4616017342,tpu,image
685,31.4616017342,31.4616017342,tpu,image
686,31.4774532318,31.4774532318,tpu,image
687,31.4774532318,31.4774532318,tpu,image
688,31.4774532318,31.4774532318,tpu,image
689,31.4774532318,31.4774532318,tpu,image
690,31.4774532318,31.4774532318,tpu,image
691,31.4774532318,31.4935112,tpu,image
692,31.4935112,31.4935112,tpu,image
693,31.4935112,31.4935112,tpu,image
694,31.4935112,31.4935112,tpu,image
695,31.4935112,31.4935112,tpu,image
696,31.4935112,31.4935112,tpu,image
697,31.5097029209,31.5105025768,tpu,image
698,31.5105025768,31.5105025768,tpu,image
699,31.5105025768,31.5105025768,tpu,image
700,31.5105025768,31.5105025768,tpu,image
701,31.5105025768,31.5255069733,tpu,image
702,31.5255069733,31.5267393589,tpu,image
703,31.5267393589,31.5267393589,tpu,image
704,31.5267393589,31.5267393589,tpu,image
705,31.5267393589,31.536406517,tpu,image
706,31.536406517,31.5414710045,tpu,image
707,31.5422728062,31.5422728062,tpu,image
708,31.5422728062,31.5422728062,tpu,image
709,31.5422728062,31.5422728062,tpu,image
710,31.5422728062,31.5540502071,tpu,image
711,31.5549211502,31.5575141907,tpu,image
712,31.5575141907,31.5575141907,tpu,image
713,31.5575141907,31.5575141907,tpu,image
714,31.5575141907,31.5654604435,tpu,image
715,31.5654604435,31.5654604435,tpu,image
716,31.5654604435,31.5654604435,tpu,image
717,31.5733194351,31.5733194351,tpu,image
718,31.5733194351,31.5733194351,tpu,image
719,31.5733194351,31.5733194351,tpu,image
720,31.5733194351,31.5733194351,tpu,image
721,31.5733194351,31.5733194351,tpu,image
722,31.5733194351,31.5893111229,tpu,image
723,31.5893111229,31.5893111229,tpu,image
724,31.5893111229,31.5893111229,tpu,image
725,31.5893111229,31.598470211,tpu,image
726,31.598470211,31.6025083065,tpu,image
727,31.6025083065,31.6025083065,tpu,image
728,31.6053760052,31.6053760052,tpu,image
729,31.6053760052,31.6053760052,tpu,image
730,31.6110789776,31.6110789776,tpu,image
731,31.614130497,31.614130497,tpu,image
732,31.614130497,31.6187589169,tpu,image
733,31.6187589169,31.6205847263,tpu,image
734,31.6223394871,31.6223394871,tpu,image
735,31.6223394871,31.6262464523,tpu,image
736,31.6262464523,31.6262464523,tpu,image
737,31.6262464523,31.6319682598,tpu,image
738,31.6319682598,31.6367406845,tpu,image
739,31.6367406845,31.6367406845,tpu,image
740,31.6367406845,31.6367406845,tpu,image
741,31.6367406845,31.6367406845,tpu,image
742,31.6367406845,31.6367406845,tpu,image
743,31.6367406845,31.6525597572,tpu,image
744,31.6525597572,31.6559886932,tpu,image
745,31.6559886932,31.6559886932,tpu,image
746,31.6559886932,31.6559886932,tpu,image
747,31.6559886932,31.6559886932,tpu,image
748,31.6559886932,31.6684138775,tpu,image
749,31.6684138775,31.6684138775,tpu,image
750,31.6684138775,31.6684138775,tpu,image
751,31.6684138775,31.6783802509,tpu,image
752,31.6783802509,31.6783802509,tpu,image
753,31.6783802509,31.684294939,tpu,image
754,31.684294939,31.684294939,tpu,image
755,31.684294939,31.684294939,tpu,image
756,31.684294939,31.684294939,tpu,image
757,31.684294939,31.684294939,tpu,image
758,31.684294939,31.7000927925,tpu,image
759,31.7000927925,31.7000927925,tpu,image
760,31.7000927925,31.7000927925,tpu,image
761,31.7000927925,31.7000927925,tpu,image
762,31.7000927925,31.7000927925,tpu,image
763,31.7000927925,31.7157363892,tpu,image
